Text,Label
Explain any two renewable generation methods with their advantages and drawbacks.,Remembering
Discuss in details role of Encoder in robotic system.,Remembering
Draw the power flow diagram of 3-ph Induction motor.,Remembering
Write down program to overload unary operators?,Applying
Describe diminishing of marginal product and explain the relationship between average product and marginal product by using an appropriate diagram.,Understanding
State the five assumptions of an ideal diode.,Remembering
Illustrate with suitable circuit diagram precision half wave rectifier.,Applying
Compare PVD and CVD coating.,Analysing
Explain sequential file and random access file organization.,Understanding
Differentiate between Kaplan and Pelton wheel turbine.,Remembering
Find the Laplace Transform of following signals.,Applying
Explain the Pneumatic power supply with neat sketch.,Understanding
What is unconformity and Describe various types of unconformities.,Understanding
Explain Hilbert curve and give its fractal dimension.,Remembering
The life of army shoes in normally distributed with mean 8 months and standard deviation 2 months.,Applying
Explain low pressure measurement by McLeod gauge.,Remembering
Discuss FIVE (5) advantages of IBS compared to conventional in situ concrete.,Understanding
Explain Diffuse reflection and Specular Reflection.,Understanding
Explain FOUR (4) types of unemployment.,Understanding
Give TWO examples of natural and artificial means of the seed dispersal of weeds respectively.,Understanding
Briefly describe the formation of disulfide bond. Suggest ONE role of disulfide bond.,Creating
State the uses of the final keyword in Java?,Remembering
Draw the router architecture.,Remembering
Explain Nyquist Stability Criterion.,Remembering
The oil palm (Elaeis guineensis) is an erect monoecious plant. Describe how its inflorescences develop into fruit and relate this to the pest control practice that could affect the productivity of the oil palm.,Understanding
Design a PLL circuit using 565 IC to get free running frequency 4.,Applying
An important step in Search Engine Optimization (SEO) is to identify relevant keywords for your website. Suggest THREE (3) offline keyword research methods and TWO (2) online keyword research methods in your keyword research efforts.,Creating
Explain the concept of iterators in the STL.,Analysing
Explain in brief condensation polymerization and Addition polymerization.,Analysing
What is Piggybacking?,Remembering
With the help of Block diagram explain superheterodyne FM receiver.,Remembering
What is COCOMO II?,Remembering
Explain the working of Inverting Comparator.,Remembering
Obtain the expression for voltage across capacitor in series RC circuit connected to a.,Analysing
State the necessity of starter for 3 phase induction motor.,Remembering
Explain the following terms with examples.,Remembering
Describe the application of remote sensing in civil engg.,Applying
Justify why soil taxonomy is considered as a hierarchical classification system.,Evaluating
"Find out the safe sequence for the execution of the following processes using Bankerâs algorithm. Maximum Resources R1=15, R2=8.",Applying
Give classification of dyes on the basis of application.,Analysing
What is an identity element in Group?,Remembering
Describe single electron transistor with neat diagram.,Remembering
List and explain the FOUR (4) considerations when selecting a basement wall.,Understanding
List different types of fuses and Explain working of any one in detail.,Understanding
What do you mean by normalization?,Remembering
Define PDF and state four properties of PDF.,Understanding
Explain any two DMA data transfer modes.,Understanding
Chymotrypsin belongs to serine protease family. Describe the catalytic mechanism of chymotrypsin emphasizing the role of the catalytic triad and substrate binding site in catalysis.,Understanding
The wood beam is subjected to a load of 12 kN.,Applying
Explain the packaging and labeling decisions.,Understanding
Draw and explain the general structure of PLA.,Remembering
Enlist various traps including its functions.,Remembering
Explain briefly USM process characteristics.,Remembering
"CRM technology helps companies to collect information about consumer behaviour, conversations and characteristics. As a new digital marketing manager with an online retailer, suggest FIVE (5) ways how you can collect data and push customised information to customers. ",Creating
The open loop transfer function of the unity feedback system is 32200G(S)(61 1 S 6 )ss sï½ï«ï«ï« Using Routh criterion determine stability of the system.,Applying
Describe different methods of record blocking with the help of a neat diagram.,Remembering
Enlist the various methods of concrete mix design.,Remembering
Explain the Surge in Springs.,Remembering
Describe requirements of good building stone.,Understanding
Explain the following exceptions in brief.,Analysing
With suitable labelled diagram explain constructional details of single phase induction type energy meter.,Understanding
Analyze the causes of infant mortality during and after production.,Analysing
Describe what hydraulic engineering is in your own words showing concrete examples.,Understanding
State the four different bias modes of a BJT and explain how they are obtained.,Understanding
"A 3 - phase, 500 V motor load has a power factor of 0.4. Two wattmeters are connected to measure the input. They show the input to be 30 kW.Find the reading of each instrument.",Applying
Explain any six operations performed on lathe machine with neat sketch.,Remembering
What is polymorphism? Explain with example to achieved run time polymorphism.,Remembering
