Text,Label
"Determine the FS representation for the signal with periodic wave, shown below using exponential method.",Applying
State and explain following properties.,Remembering
Can external resistance be added to squirrel cage rotor?,Applying
Explain single phase fully controlled rectifier fed DC motor drives.,Remembering
Draw the circuit diagram of dual input balance output differential amplifier and explain in detail.,Remembering
Enlist various linear methods of setting out curves and explain any one with sketch.,Understanding
Explain with example trie.,Analysing
Describe the implementation of queue using a Circular Array.,Remembering
Explain the effect of water cement ratio and effect of maximum size of aggregate on the strength of concrete.,Remembering
Calculate correlation coefficient for the given data:,Applying
Write a note on effort estimation and scheduling.,Remembering
Explain any three methods for synthesis of Furan.,Remembering
Bag 1 contains 2 white and 3 red balls.,Remembering
Explain cold junction temperature compensation technique.,Remembering
Draw a block diagram of electronic energy meter and explain how it operates.,Understanding
How are hydroelectric power plants classified?,Remembering
Define Macro.,Remembering
Illustrate with suitable circuit diagram precision half wave rectifier.,Applying
Explain linked list sorting with example.,Evaluating
Draw an interfacing diagram and write program for control of a relay by using 8051.,Applying
Explain any two DMA data transfer modes.,Understanding
What is meant by springs?,Remembering
Explain the linked implementation of stock with suitable example.,Remembering
Explain nucleonic method for level measurement with a neat diagram.,Remembering
Explain Linear queue and Circular queue with suitable example.,Understanding
What are the software design quality attributes and quality guidelines?,Remembering
In the model test of a spillway the discharge and velocity of flow over the model were 2.,Applying
Draw neat diagram and explain operation of 3 pt. Starter?,Remembering
Explain the benefit if environment management system.,Remembering
What is polymorphism?,Remembering
What is time constant?,Remembering
Explain magneto ignition system and state its advantages and disadvantages.,Remembering
What is subnetting?,Remembering
What are different types of ICR?,Remembering
Derive the thermodynamic equation for depression in freezing point of solution.,Remembering
Draw and explain PCM Receiver.,Remembering
cohesion.,Applying
Discuss in detail drilling as a method of subsurface geological explortion.,Remembering
Draw and explain block diagram of SMPS.,Understanding
What is meant by Associative container?,Remembering
Write a note on setting out alignment of road.,Understanding
Explain any two speed control techniques used in wind turbine to extract maximum power.,Understanding
Compare stack with Queue.,Remembering
What are the requirements for Linux system administrator?,Remembering
Explain Carbon Arc Welding neat sketch.,Remembering
What are the mathematical operations that can be performed on SET Abstract Data Type?,Remembering
Explain the Pneumatic Power supply with neat sketch.,Remembering
"Explain with neat diagram and output waveforms, Op-Amp as a zero crossing detector?",Remembering
Draw interfacing diagram of LED with Arduino board also write the algorithm to blink the LED.,Analysing
Explain applications of remote sensing in civil engineering.,Understanding
Explain stiffness and flexibility and write elements of displacement matrix for the frame shown in figure 7.,Understanding
Define terms.,Understanding
Explain the important components of gas chromatography.,Analysing
Explain the role of technology in innovation.,Analysing
Enlist the various methods of concrete mix design.,Remembering
Classify different types of ADC and explain iwth diagram dual scope ADC.,Remembering
Describe the ARM design philosophy.,Remembering
What are the various losses which make the operation of actual cycle differ from that of air standard cycle Explain each loss in brief.,Understanding
Two wattmeters connected to measure the input to a balanced 3-phase circuit indicate 2000 W and 500 W respectively. Find the power factorof circuit: i) When both the readings are positive ii) When the latter reading is obtained after reversing the connections to the current coil of first instrument.,Applying
Evaluate () ( )3 2 C5 12zdz zz− +−  where C is the contour 3z=.,Applying
Draw and explain torque-Slip characteristics of 3 phase induction motor with respective mathematical expressions. Clearly mark the two regionsand point of maximum torque and starting torque,Remembering
What is projection?,Remembering
Derive general three dimensional heat conduction equation in Cartesian coordinates.,Analysing
What is a friend function?,Remembering
The voltage V( s) in a network given by :,Applying
Explain basic concept of Hash table?,Understanding
How folds are developed?,Understanding
Explain Interdomain and Intradomain routing protocol in detail.,Analysing
Comment on Unconfined Compression test is special case of Triaxial Compression test.,Analysing
Use Cachy's integral formula to evaluate 2z Cedzz where C is the circle |z + 2| = 2.,Applying
